cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
OSMÁ,XIV,114/1992,27,doplneni,13j,"V § 13j se na konci odstavce 2 doplňují věty „Dojde-li po provedení registrace ke změně v osobě vlastníka nebo držitele jedince invazního nepůvodního druhu živočicha na unijním seznamu, oznámí tuto změnu nový vlastník nebo držitel prostřednictvím evidence druhové ochrany nejpozději do 30 dnů ode dne, kdy k ní došlo. Nový vlastník nebo držitel jedince invazního nepůvodního druhu živočicha na unijní",0
OSMÁ,XIV,114/1992,28,zneni_plny,13j,"V § 13j odstavec 3 zní: „(3) Vlastník nebo držitel jedince invazního nepůvodního druhu živočicha na unijním seznamu, u něhož byl stanoven zákaz takový druh držet nebo chovat, je oprávněn umístit jej do zařízení určeného k tomu Ministerstvem životního prostředí nebo do zařízení, které je oprávněno využívat jedince daného invazního nepůvodního druhu živočicha na unijním seznamu na základě povolení v",902
OSMÁ,XIV,114/1992,29,nahrazeni,16,V § 16 odst. 2 úvodní části ustanovení se slovo „zastavěná“ nahrazuje slovem „zastavitelná“ a slova „a zastavitelné plochy obcí“ se zrušují.,0
OSMÁ,XIV,114/1992,30,nahrazeni,16a,V § 16a odst. 2 se slovo „zastavěná“ nahrazuje slovem „zastavitelná“.,0
OSMÁ,XIV,114/1992,31,nahrazeni,16a;16b;16c;16d,"V § 16a odst. 3 písm. d), § 16b písm. a), § 16c odst. 1 písm. a) a § 16d písm. b) a c) se slovo „zastavěné“ nahrazuje slovem „zastavitelná“ a slova „a zastavitelné plochy obcí“ se zrušují.",0
OSMÁ,XIV,114/1992,32,nahrazeni,18,"V § 18 odst. 1 písm. d) se slova „zastavěných územích, zastavitelných plochách, popřípadě zastavitelném území“ nahrazují slovy „zastavitelných územích“.",0
OSMÁ,XIV,114/1992,33,nahrazeni,18,V § 18 odst. 7 se slovo „zastavěná“ nahrazuje slovem „zastavitelná“ a slova „a zastavitelné plochy obcí“ se zrušují.,0
OSMÁ,XIV,114/1992,34,nahrazeni,26,V § 26 odst. 1 písm. a) se slova „se souhlasem orgánu“ nahrazují slovem „orgánem“.,0
OSMÁ,XIV,114/1992,35,zruseni,26,V § 26 odst. 1 se písmeno b) zrušuje. Dosavadní písmena c) až i) se označují jako písmena b) až h).,0
OSMÁ,XIV,114/1992,36,vlozeni,26,V § 26 odst. 1 se na začátek písmene b) vkládají slova „mimo zastavitelné území obce“.,0
OSMÁ,XIV,114/1992,37,nahrazeni,26,"V § 26 odst. 1 písm. b) se slova „se souhlasem orgánu“ nahrazují slovem „orgánem“ a slova „kromě vjezdu a setrvávání vozidel orgánů státní správy, vozidel potřebných pro lesní a zemědělské hospodaření, obranu státu a ochranu státních hranic, požární ochranu a zdravotní a veterinární službu,“ se nahrazují slovy „s výjimkou vjezdu a setrvávání vozidel základních složek integrovaného záchranného syst",0
OSMÁ,XIV,114/1992,38,doplneni,26,V § 26 odst. 1 se na konci textu písmene g) doplňují slova „mimo zastavitelná území obcí nebo dálnice a silnice I. a II. třídy“.,0
OSMÁ,XIV,114/1992,39,nahrazeni,26,V § 26 odst. 2 písm. c) se slova „současnou skladbu a plochy kultur“ nahrazují slovy „stávající druh pozemku a způsob využití pozemku“.,0
OSMÁ,XIV,114/1992,40,nahrazeni,26,V § 26 odst. 3 písm. a) se slovo „zastavěná“ nahrazuje slovem „zastavitelná“.,0
OSMÁ,XIV,114/1992,41,nahrazeni,26,V § 26 odst. 3 písm. c) se slova „se souhlasem orgánu“ nahrazují slovem „orgánem“.,0
OSMÁ,XIV,114/1992,42,zneni_plny,26,"V § 26 se na konci odstavce 3 tečka nahrazuje čárkou a doplňuje se písmeno d), které zní: „d) tábořit a rozdělávat ohně mimo zastavitelná území obcí a místa vyhrazená orgánem ochrany přírody, s výjimkou vlastníků a oprávněných uživatelů pozemků při jejich běžném obhospodařování.“.",190
OSMÁ,XIV,114/1992,43,vlozeni,37,V § 37 odst. 2 se za slovo „území“ vkládají slova „s výjimkou zastavitelného území ochranného pásma národního parku a území do vzdálenosti 150 m od hranice zastavitelného území“.,0
OSMÁ,XIV,114/1992,44,zruseni,37,V § 37 odst. 3 úvodní části ustanovení se slovo „dále“ zrušuje.,0
OSMÁ,XIV,114/1992,45,nahrazeni,37,V § 37 odst. 3 písm. a) a d) se slovo „zastavěná“ nahrazuje slovem „zastavitelná“.,0
OSMÁ,XIV,114/1992,46,vlozeni,37,"V § 37 odst. 4 se za slovo „odstavců“ vkládá číslo „1,“ a za slovo „rozhodnutím,“ se vkládají slova „závazným stanoviskem,“.",0
OSMÁ,XIV,114/1992,47,nahrazeni,39,"V § 39 odst. 1 se věta druhá nahrazuje větou „Pro evropsky významné lokality lze namísto vyhlášení národní přírodní rezervace, národní přírodní památky, přírodní rezervace nebo přírodní památky, včetně jejich ochranných pásem, prohlásit území za chráněné, pokud již není zvláště chráněno podle tohoto zákona, na základě písemné smlouvy uzavřené mezi vlastníkem dotčeného pozemku a příslušným orgánem",0
OSMÁ,XIV,114/1992,48,vlozeni,43;17;26,"V § 43 odst. 3 se za slovo „tras“ vkládají slova „a vyznačení cest“ a za text „§ 17 odst. 2,“ se vkládá text „§ 26,“.",0
OSMÁ,XIV,114/1992,49,nahrazeni,44,"V § 44 odst. 1 se slova „ , její užívání, kolaudaci nebo“ nahrazují slovy „nebo její“.",0
OSMÁ,XIV,114/1992,50,nahrazeni,44,V § 44 odst. 3 písm. a) se slovo „zastavěném“ nahrazuje slovem „zastavitelném“.,0
OSMÁ,XIV,114/1992,51,zneni_plny,44,"V § 44 odst. 3 písmeno b) zní: „b) v zastavitelném území, pokud byly v tomto území stanoveny prvky regulačního plánu, nebo byl pro ně vydán regulační plán.“.",124
OSMÁ,XIV,114/1992,52,vlozeni,44,"V § 44 odst. 5 se za slovo „rozhodnutím,“ vkládají slova „závazným stanoviskem,“.",0
OSMÁ,XIV,114/1992,53,vlozeni_plny,44a;44b,"Za § 44a se vkládá nový § 44b, který včetně nadpisu a poznámky pod čarou č. 72 zní: „§ 44b Povinnosti provozovatele motorového vozidla ve zvláště chráněném území Provozovatel motorového vozidla zajistí, aby při jeho užití ve zvláště chráněném území byly dodržovány zákazy vjezdu a setrvávání motorových vozidel stanovené tímto zákonem nebo aby nedošlo k vjezdu nebo setrvání motorového vozidla, k něm",1022
OSMÁ,XIV,114/1992,54,vlozeni,45f,"V § 45f odst. 1 se za číslo „54“ vkládá text „ , 55, 55a“.",0
OSMÁ,XIV,114/1992,55,nahrazeni,45f,V § 45f odst. 2 se slova „q) a r)“ nahrazují slovy „l) a m)“.,0
OSMÁ,XIV,114/1992,56,zruseni,45i,V § 45i odst. 1 se písmeno c) zrušuje. Dosavadní písmena d) a e) se označují jako písmena c) a d).,0
OSMÁ,XIV,114/1992,57,nahrazeni,46,"V § 46 odst. 1 se slova „ , jejich skupiny a stromořadí“ nahrazují slovy „rostoucí samostatně, ve skupinách nebo ve stromořadí“.",0
OSMÁ,XIV,114/1992,58,zneni_plny,46,"V § 46 odstavce 2 až 4 znějí: „(2) K zabezpečení ochrany památného stromu před škodlivými vlivy z okolí stanoví orgán ochrany přírody v rozhodnutí o vyhlášení památného stromu ochranné pásmo. Jako ochranné pásmo památného stromu stanoví orgán ochrany přírody část území zpravidla ve tvaru kruhu, jehož střed tvoří střed kmene památného stromu a jehož poloměr činí desetinásobek průměru kmene měřeného",1895
OSMÁ,XIV,114/1992,59,zruseni,46,"V § 46 se doplňuje odstavec 5, který zní: „(5) Zrušit ochranu památného stromu může orgán ochrany přírody z důvodu, pro který lze povolit výjimku podle odstavce 3, nebo pokud památný strom zanikl anebo byl poškozen do takové míry, že důvod jeho ochrany pominul. Dnem nabytí právní moci rozhodnutí o zrušení ochrany památného stromu zaniká rovněž jeho ochranné pásmo. Ruší-li se ochrana památného stro",0
OSMÁ,XIV,114/1992,60,vlozeni,47,V § 47 odst. 1 se za slovo „stromy“ vkládají slova „a jejich ochranná pásma“.,0
OSMÁ,XIV,114/1992,61,doplneni,47,"V § 47 se na konci odstavce 2 doplňuje věta „Označení památného stromu a odstranění označení památného stromu, jehož ochrana byla zrušena, zajistí orgán ochrany přírody.“.",0
OSMÁ,XIV,114/1992,62,zneni_plny,48,"V § 48 odstavce 2 až 5 znějí: „(2) Zvláště chráněné druhy rostlin a živočichů se zařazují do a) I. kategorie ochrany, kam se zařadí zvláště chráněné druhy rostlin a živočichů, které je s ohledem na míru jejich ohrožení a vzácnost zapotřebí chránit nejpřísněji prostřednictvím ochrany jednotlivých jedinců, b) II. kategorie ochrany, kam se zařadí ostatní zvláště chráněné druhy rostlin a živočichů vyž",3175
OSMÁ,XIV,114/1992,63,zneni_plny,48,"V § 48 se doplňuje odstavec 6, který zní: „(6) Pro účely územního plánování podle stavebního zákona poskytuje Agentura vymezení biotopu vybraných zvláště chráněných druhů rostlin a živočichů.“.",149
OSMÁ,XIV,114/1992,64,vlozeni_plny,48;48a,"Za § 48 se vkládá nový § 48a, který včetně nadpisu zní: „§ 48a Předcházení ohrožení zvláště chráněných druhů Každý je při své činnosti povinen postupovat tak, aby nedocházelo ke zbytečnému úhynu zvláště chráněných rostlin nebo zraňování a úhynu zvláště chráněných živočichů. Neučiní-li tak povinná osoba sama, orgán ochrany přírody uloží provedení technicky a ekonomicky dostupných opatření k zabráně",443
OSMÁ,XIV,114/1992,65,zneni_plny,49,"§ 49 včetně nadpisu zní: „§ 49 Společná ochrana zvláště chráněných druhů Zakazuje se poškození a ničení biotopu nebo místní populace zvláště chráněného druhu rostliny nebo živočicha a jejího genofondu. Za poškození biotopu zvláště chráněného druhu rostliny nebo živočicha se považuje takový zásah, který vede k jeho významnému nebo trvalému poškození, v jehož důsledku přestane splňovat nároky daného",478
OSMÁ,XIV,114/1992,66,vlozeni_plny,49;49a,"Za § 49 se vkládají nové § 49a až 49c, které včetně nadpisů znějí: „§ 49a Základní ochranné podmínky zvláště chráněných druhů (1) U zvláště chráněných druhů rostlin zařazených v I. nebo II. kategorii ochrany se zakazuje škodlivě zasahovat do jejich přirozeného vývoje, nejde-li o jedince pěstovaného v kulturách získaných povoleným způsobem, zejména jedince těchto druhů nebo jeho část a) sbírat, trh",6504
OSMÁ,XIV,114/1992,67,zneni_plny,50,"§ 50 včetně nadpisu a poznámky pod čarou č. 73 zní: „§ 50 Ochrana zvláště chráněných druhů zařazených v III. kategorii ochrany (1) Každý, kdo odebere z přírody jedince zvláště chráněného druhu rostliny nebo živočicha zařazeného v III. kategorii ochrany, je povinen tento odběr bez zbytečného odkladu zaznamenat do nálezové databáze ochrany přírody. Tyto jedince je dovoleno odebrat, držet a využívat",1341
OSMÁ,XIV,114/1992,68,zneni_plny,52,§ 52 včetně skupinového nadpisu zní: „Nástroje aktivní péče o ohrožené druhy a biotopy § 52 (1) Orgány ochrany přírody při provádění aktivní péče o vzácné a ohrožené druhy rostlin a živočichů a biotopy vychází z Červených seznamů ohrožených druhů a biotopů (dále jen „Červený seznam“). (2) Červené seznamy vydává Agentura pro území České republiky podle kritérií stanovených Mezinárodní unií ochrany,643
OSMÁ,XIV,114/1992,69,vlozeni_plny,52;52a,"Za § 52 se vkládají nové § 52a a 52b, které znějí: „§ 52a (1) Za účelem snížení míry ohrožení vybraných vzácných a ohrožených druhů rostlin a živočichů a biotopů se zpracovávají záchranné programy na celostátní úrovni a regionální akční plány jako odborné koncepční dokumenty, které stanoví souhrn opatření aktivní péče. (3) Za účelem zmírnění střetů mezi zájmy člověka na využívání krajiny a životní",2229
OSMÁ,XIV,114/1992,70,zneni_plny,54;5a,"§ 54 včetně nadpisu zní: „§ 54 Prokazování zákonného původu (1) Kdo drží, chová, pěstuje, dopravuje, prodává, vyměňuje, nabízí za účelem prodeje nebo výměny nebo zpracovává zvláště chráněnou rostlinu, zvláště chráněného živočicha, ptáka nebo jedince invazního nepůvodního druhu na unijním seznamu, u kterých je v § 5a, 49a, 49b, 49c nebo 50 anebo v čl. 7 nařízení Evropského parlamentu a Rady (EU) č.",1617
OSMÁ,XIV,114/1992,71,vlozeni_plny,,"V části páté se pod označení hlavy druhé vkládá nadpis, který zní: „DRŽENÍ ŽIVOČICHŮ ODCHOVANÝCH V LIDSKÉ PÉČI“.",43
OSMÁ,XIV,114/1992,72,zneni_plny,55;70;71,"§ 55 zní: „§ 55 (1) Orgány ochrany přírody vydávají rozhodnutí o tom, že se jedná o živočicha odchovaného v lidské péči (dále jen „osvědčení“)20c). Účastníkem řízení o vydání osvědčení je pouze žadatel, § 70 odst. 2 a 3 a § 71 odst. 3 se nepoužijí. Orgán ochrany přírody předá vydané osvědčení do evidence druhové ochrany. (2) O vydání osvědčení může požádat orgán ochrany přírody ten, kdo a) odchova",4666
OSMÁ,XIV,114/1992,73,vlozeni_plny,55;55a,"Za § 55 se vkládá nový § 55a, který zní: „§ 55a (1) Orgán ochrany přírody rozhodnutím zruší osvědčení, v případě a) úmyslného předložení nesprávných údajů v žádosti o vydání osvědčení nebo v žádosti o aktualizaci údajů v osvědčení, b) změně označení živočicha odchovaného v lidské péči; za změnu označení se pro účely tohoto ustanovení nepovažuje změna provedená z důvodu závažného ohrožení života ne",2459
OSMÁ,XIV,114/1992,74,zruseni,56,V nadpisu § 56 se slova „památných stromů a“ zrušují.,0
OSMÁ,XIV,114/1992,75,nahrazeni,56;46;49,"V § 56 odst. 1 se slova „památných stromů a“ zrušují, slova „§ 46 odst. 2, § 49 a 50 v případech, kdy jiný veřejný zájem převažuje nad zájmem ochrany přírody, nebo v zájmu ochrany přírody,“ se nahrazují slovy „§ 49 až 50“ a věta druhá se nahrazuje větou „Na povolení výjimky má žadatel po splnění zákonem stanovených podmínek právní nárok.“.",0
OSMÁ,XIV,114/1992,76,nahrazeni,56,"V § 56 odst. 2 úvodní časti ustanovení se slova „lze povolit“ nahrazují slovy „podle odstavce 1 orgán ochrany přírody povolí, pokud neexistuje jiné uspokojivé řešení daného záměru, zamýšlený škodlivý zásah neovlivní dosažení nebo udržení příznivého stavu zvláště chráněného druhu z hlediska jeho ochrany a současně zamýšlený škodlivý zásah je povolován“.",0
OSMÁ,XIV,114/1992,77,zruseni,56,V § 56 odst. 2 písm. a) se slova „volně žijících“ a slova „planě rostoucích“ zrušují.,0
OSMÁ,XIV,114/1992,78,doplneni,56,"V § 56 odst. 2 se na konci textu písmene b) doplňují slova „ , pokud tento zájem převažuje nad zájmem ochrany dotčeného druhu rostliny nebo živočicha“.",0
OSMÁ,XIV,114/1992,79,nahrazeni,56,"V § 56 odst. 2 písm. d) se slova „opětovného osídlení určitého území populací druhu nebo opětovného vysazení v původním areálu druhu a chovu a pěstování nezbytných pro tyto účely, včetně umělého rozmnožování rostlin“ nahrazují slovy „které jsou v zájmu ochrany rostlin a živočichů nebo pokud zájem na jejich uskutečnění převažuje nad zájmem ochrany dotčeného druhu rostliny nebo živočicha“.",0
OSMÁ,XIV,114/1992,80,zneni_plny,56,"V § 56 odst. 2 písmeno e) zní: „e) pro účely opětovného osídlení určitého území populací druhu nebo opětovného vysazení v původním areálu druhu a chovu nebo pěstování nezbytných pro tyto účely, včetně umělého rozmnožování rostlin, nebo“.",205
OSMÁ,XIV,114/1992,81,zneni_plny,56,"V § 56 se na konci odstavce 2 doplňuje písmeno f), které zní: „f) pro účely odebrání nebo držení omezeného počtu jedinců, není-li v rozporu s jinými právními předpisy73); orgán ochrany přírody stanoví v rozhodnutí podmínky tohoto odebrání nebo držení a způsob jejich kontroly.“.",215
OSMÁ,XIV,114/1992,82,zneni_plny,56,"V § 56 odstavec 3 zní: „(3) Orgán ochrany přírody stanoví v povolení výjimky podmínky pro provedení zamýšleného škodlivého zásahu a, jedná-li se o výjimku ze zákazu odebrání a držení jedince zvláště chráněného druhu živočicha, rovněž způsob jeho nezaměnitelného a trvalého označení nebo jiný způsob jeho jednoznačné identifikace.“.",308
